road_name,state,district,city,pothole_count,average_pothole_depth,total_crack_length,pavement_age,road_length,traffic_density,rainfall,risk_level,provenance
Bengaluru Survey Corridor R-0581,Karnataka,Bengaluru Urban,Bengaluru,4,5.6,33.2,6.4,4.8,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Cross Cut Commercial Corridor (Gandhipuram - 100 Feet Road),Tamil Nadu,Coimbatore,Coimbatore,22,11.0,82.0,11.5,3.8,High,Heavy,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Madurai Survey Corridor R-0052,Tamil Nadu,Madurai,Madurai,30,8.0,42.5,6.8,20.7,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0638,Tamil Nadu,Chennai,Chennai,3,0.7,112.8,11.8,9.4,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1144,Tamil Nadu,Madurai,Madurai,27,6.1,71.1,7.3,34.1,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0891,Tamil Nadu,Salem,Salem,4,13.7,10.8,6.3,17.1,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1074,Karnataka,Mysuru,Mysuru,18,13.3,98.9,14.5,32.2,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0381,Kerala,Ernakulam,Kochi,5,11.7,32.3,6.8,17.9,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0603,Tamil Nadu,Salem,Salem,5,13.2,7.2,5.6,28.3,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1091,Delhi,South Delhi,Delhi NCR,5,3.1,26.8,4.9,33.8,High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0257,Karnataka,Bengaluru Urban,Bengaluru,6,2.6,31.1,6.3,17.1,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0588,Andhra Pradesh,Visakhapatnam,Visakhapatnam,37,11.1,69.4,11.3,1.1,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0649,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,4.5,0.6,22.2,Very High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0912,Andhra Pradesh,Visakhapatnam,Visakhapatnam,30,17.1,69.6,12.6,28.7,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0567,Tamil Nadu,Salem,Salem,4,15.1,7.5,8.7,30.3,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0572,Maharashtra,Pune,Pune,1,2.9,106.3,13.9,29.0,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1169,Karnataka,Bengaluru Urban,Bengaluru,8,5.5,23.5,7.6,16.0,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1111,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.2,1.5,26.8,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0735,Tamil Nadu,Salem,Salem,4,14.3,9.2,6.8,4.6,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0585,Kerala,Ernakulam,Kochi,2,10.5,32.1,3.5,29.2,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0952,Tamil Nadu,Madurai,Madurai,15,9.4,28.0,7.9,10.9,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0496,Tamil Nadu,Madurai,Madurai,12,11.7,33.4,11.1,20.4,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0621,Kerala,Ernakulam,Kochi,3,14.8,12.5,7.0,3.3,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0517,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.2,1.3,31.4,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1049,Karnataka,Bengaluru Urban,Bengaluru,6,2.5,24.1,6.4,8.7,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0464,Maharashtra,Pune,Pune,0,0.0,99.0,13.5,23.4,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0999,Tamil Nadu,Salem,Salem,2,8.5,26.0,3.1,14.9,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0480,Andhra Pradesh,Visakhapatnam,Visakhapatnam,36,17.2,90.2,17.7,4.0,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0688,Tamil Nadu,Madurai,Madurai,25,10.7,55.0,9.1,13.1,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1105,Tamil Nadu,Coimbatore,Coimbatore,2,1.0,8.6,1.7,14.4,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0424,Tamil Nadu,Madurai,Madurai,19,8.8,44.7,13.3,25.3,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0035,Delhi,South Delhi,Delhi NCR,6,4.4,18.3,3.5,31.5,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0960,Andhra Pradesh,Visakhapatnam,Visakhapatnam,29,10.8,126.1,14.5,2.9,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0503,Delhi,South Delhi,Delhi NCR,9,4.9,18.8,4.7,32.2,Very High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0682,Telangana,Hyderabad,Hyderabad,13,6.7,20.3,6.5,31.8,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0803,Delhi,South Delhi,Delhi NCR,8,4.1,23.7,7.7,34.5,Very High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0831,Tamil Nadu,Salem,Salem,2,10.3,13.0,5.3,20.0,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0978,Karnataka,Mysuru,Mysuru,23,10.2,64.6,16.8,3.0,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0146,Tamil Nadu,Chennai,Chennai,3,1.7,94.2,15.1,25.0,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0332,Maharashtra,Pune,Pune,2,0.2,117.3,8.2,27.2,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0734,Tamil Nadu,Chennai,Chennai,3,2.7,60.3,7.5,15.0,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0810,Karnataka,Mysuru,Mysuru,29,9.7,82.4,12.8,27.6,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0337,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,5.5,2.8,9.2,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0706,Telangana,Hyderabad,Hyderabad,15,8.7,60.5,11.3,3.4,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1095,Tamil Nadu,Salem,Salem,2,12.0,28.0,6.4,6.1,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0968,Maharashtra,Pune,Pune,0,0.0,83.3,13.7,34.5,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0582,Karnataka,Mysuru,Mysuru,21,17.3,95.5,14.4,9.7,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0552,Andhra Pradesh,Visakhapatnam,Visakhapatnam,44,12.2,66.7,12.7,24.0,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0900,Andhra Pradesh,Visakhapatnam,Visakhapatnam,36,9.8,99.0,15.5,9.9,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0665,Karnataka,Bengaluru Urban,Bengaluru,8,4.6,36.0,6.9,21.1,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0623,Delhi,South Delhi,Delhi NCR,5,3.3,13.0,5.1,5.4,Very High,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0038,Tamil Nadu,Chennai,Chennai,3,1.8,35.8,6.1,23.6,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0744,Andhra Pradesh,Visakhapatnam,Visakhapatnam,27,17.0,135.5,16.1,1.2,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0346,Telangana,Hyderabad,Hyderabad,14,8.6,68.0,7.6,19.9,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0442,Telangana,Hyderabad,Hyderabad,22,6.2,26.0,7.7,32.5,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1011,Tamil Nadu,Salem,Salem,3,15.0,20.8,6.3,4.6,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0996,Andhra Pradesh,Visakhapatnam,Visakhapatnam,26,11.0,89.3,13.1,34.2,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0869,Karnataka,Bengaluru Urban,Bengaluru,6,6.0,24.6,7.9,26.7,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0719,Delhi,South Delhi,Delhi NCR,8,5.2,15.4,5.8,16.0,Medium,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0140,Maharashtra,Pune,Pune,0,0.0,37.9,11.3,26.9,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0074,Tamil Nadu,Chennai,Chennai,3,2.5,62.2,14.9,14.2,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0991,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,0.0,2.6,14.0,High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
PMGSY Alandi - Markal Industrial Rural Link (MR-18),Maharashtra,Pune,Alandi,16,8.2,60.0,9.0,8.1,Medium,Moderate,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Kochi Survey Corridor R-0957,Kerala,Ernakulam,Kochi,3,14.9,19.0,5.5,19.2,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0170,Tamil Nadu,Chennai,Chennai,1,2.2,94.4,9.4,8.4,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0318,Karnataka,Mysuru,Mysuru,44,12.7,126.2,15.9,27.2,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0228,Andhra Pradesh,Visakhapatnam,Visakhapatnam,37,9.2,123.7,12.4,32.0,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0358,Telangana,Hyderabad,Hyderabad,33,10.8,45.3,11.1,27.7,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0331,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,4.9,2.5,3.3,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0532,Tamil Nadu,Madurai,Madurai,30,5.5,31.5,8.5,25.9,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1102,Telangana,Hyderabad,Hyderabad,26,7.1,58.4,7.9,25.3,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1026,Karnataka,Mysuru,Mysuru,24,10.7,68.2,17.3,28.9,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0587,Delhi,South Delhi,Delhi NCR,3,2.5,19.7,5.3,15.0,Very High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-1092,Andhra Pradesh,Visakhapatnam,Visakhapatnam,31,9.2,136.8,10.4,5.9,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0460,Tamil Nadu,Madurai,Madurai,34,5.2,48.6,11.5,25.6,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0004,Tamil Nadu,Madurai,Madurai,23,10.5,20.4,6.2,18.8,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
East Coast Road Scenic Coastal Highway (Thiruvanmiyur - Kovalam),Tamil Nadu,Chengalpattu,Chennai Suburban,2,1.5,10.0,2.2,22.0,High,Heavy,Low Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Pune Survey Corridor R-1004,Maharashtra,Pune,Pune,1,1.9,79.1,5.6,8.9,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0432,Andhra Pradesh,Visakhapatnam,Visakhapatnam,29,11.7,98.9,14.6,2.5,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0319,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,4.3,0.3,9.8,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0127,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.4,2.3,4.0,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0703,Maharashtra,Mumbai Suburban,Mumbai,1,0.4,2.2,1.6,27.3,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0156,Andhra Pradesh,Visakhapatnam,Visakhapatnam,30,12.6,94.1,16.4,12.9,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0731,Delhi,South Delhi,Delhi NCR,7,5.3,31.8,3.8,6.1,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1016,Maharashtra,Pune,Pune,2,0.1,94.2,13.0,29.4,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0818,Tamil Nadu,Chennai,Chennai,3,1.1,85.5,11.3,6.5,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0277,Tamil Nadu,Coimbatore,Coimbatore,1,0.9,8.1,0.4,33.5,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0659,Delhi,South Delhi,Delhi NCR,8,5.4,19.4,7.6,34.0,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0235,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.9,1.6,4.0,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0956,Maharashtra,Pune,Pune,3,2.0,38.3,9.1,34.3,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0395,Delhi,South Delhi,Delhi NCR,3,4.0,27.0,6.7,28.4,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0755,Delhi,South Delhi,Delhi NCR,7,4.8,28.5,6.0,1.6,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0209,Karnataka,Bengaluru Urban,Bengaluru,7,5.7,26.9,6.3,19.5,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0935,Delhi,South Delhi,Delhi NCR,6,5.7,13.5,5.4,32.0,Low,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0141,Kerala,Ernakulam,Kochi,2,8.8,21.1,5.7,16.5,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0101,Karnataka,Bengaluru Urban,Bengaluru,5,3.6,33.2,7.8,4.0,High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0669,Kerala,Ernakulam,Kochi,4,9.0,23.8,4.9,30.0,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0341,Karnataka,Bengaluru Urban,Bengaluru,8,5.9,36.4,3.2,6.6,Low,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0642,Karnataka,Mysuru,Mysuru,34,15.0,131.4,12.4,19.8,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1069,Tamil Nadu,Coimbatore,Coimbatore,1,0.3,0.1,0.3,20.9,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0505,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,4.0,0.6,33.6,High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0961,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.6,1.5,30.2,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0965,Karnataka,Bengaluru Urban,Bengaluru,5,4.3,15.2,7.8,22.6,Medium,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-1044,Andhra Pradesh,Visakhapatnam,Visakhapatnam,39,12.0,106.0,14.1,18.5,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0145,Tamil Nadu,Coimbatore,Coimbatore,2,0.3,0.9,0.9,25.7,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Omalur Main Arterial Corridor (Salem New Bus Stand - Five Roads),Tamil Nadu,Salem,Salem,12,6.2,43.0,7.0,6.2,High,Moderate,High Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Mumbai Survey Corridor R-0715,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.1,0.8,30.1,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0448,Tamil Nadu,Madurai,Madurai,25,11.1,34.1,12.6,19.5,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1182,Karnataka,Mysuru,Mysuru,44,17.5,118.1,11.8,16.3,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0031,Maharashtra,Mumbai Suburban,Mumbai,1,0.6,1.7,0.3,21.1,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0837,Kerala,Ernakulam,Kochi,4,15.1,9.5,4.1,12.2,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0504,Andhra Pradesh,Visakhapatnam,Visakhapatnam,42,17.0,116.6,10.5,6.0,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0716,Maharashtra,Pune,Pune,2,2.8,69.0,13.6,10.0,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0181,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,3.9,0.9,28.8,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Inner Ring Road (Jawaharlal Nehru Salai - Vadapalani Sector),Tamil Nadu,Chennai,Chennai,13,6.8,48.0,7.5,12.4,Very High,Heavy,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Salem Survey Corridor R-0255,Tamil Nadu,Salem,Salem,3,8.6,10.1,6.6,12.5,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0540,Andhra Pradesh,Visakhapatnam,Visakhapatnam,40,10.1,128.0,12.8,2.0,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0327,Tamil Nadu,Salem,Salem,2,12.9,7.0,6.6,6.1,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0106,Telangana,Hyderabad,Hyderabad,28,9.4,35.5,9.7,34.3,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0780,Andhra Pradesh,Visakhapatnam,Visakhapatnam,40,12.7,118.4,11.1,7.7,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Western Express Highway (Bandra - Andheri - Dahisar Sector),Maharashtra,Mumbai Suburban,Mumbai,27,13.8,94.0,12.8,25.3,Very High,Torrential,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Hyderabad Survey Corridor R-0586,Telangana,Hyderabad,Hyderabad,20,12.7,60.6,12.7,30.2,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1094,Tamil Nadu,Chennai,Chennai,0,0.0,111.8,12.9,28.8,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0771,Tamil Nadu,Salem,Salem,3,12.8,24.6,4.1,34.2,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0502,Telangana,Hyderabad,Hyderabad,21,7.8,36.6,13.9,18.9,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1168,Tamil Nadu,Madurai,Madurai,19,8.7,65.0,11.5,34.7,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0626,Tamil Nadu,Chennai,Chennai,2,2.5,87.7,11.2,22.2,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0897,Kerala,Ernakulam,Kochi,3,12.3,10.9,4.2,32.2,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0129,Kerala,Ernakulam,Kochi,4,12.4,11.1,7.8,4.0,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0915,Tamil Nadu,Salem,Salem,2,13.7,21.1,7.4,7.7,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0639,Tamil Nadu,Salem,Salem,4,9.7,30.9,9.2,7.7,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0450,Karnataka,Mysuru,Mysuru,34,15.6,84.0,12.6,27.9,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1022,Tamil Nadu,Chennai,Chennai,0,0.0,98.7,12.7,11.4,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0414,Karnataka,Mysuru,Mysuru,38,14.7,107.3,15.6,9.1,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0796,Tamil Nadu,Madurai,Madurai,30,10.6,54.3,7.5,3.0,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0687,Tamil Nadu,Salem,Salem,2,12.3,13.6,6.4,11.2,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0192,Andhra Pradesh,Visakhapatnam,Visakhapatnam,29,11.1,62.0,17.0,1.7,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Eastern Freeway Elevated Corridor (Orange Gate - Chembur),Maharashtra,Mumbai City,Mumbai,2,1.2,8.0,3.2,16.8,Very High,Torrential,Low Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Salem Survey Corridor R-0399,Tamil Nadu,Salem,Salem,2,8.3,14.1,7.6,32.9,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1124,Maharashtra,Pune,Pune,2,0.2,50.9,5.4,26.3,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0216,Andhra Pradesh,Visakhapatnam,Visakhapatnam,24,13.9,137.0,12.7,22.5,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0895,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,1.1,1.1,32.5,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1155,Tamil Nadu,Salem,Salem,2,8.7,25.6,8.0,13.2,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0325,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.3,2.6,2.3,Very High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0745,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,1.3,0.3,16.8,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0283,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,0.4,2.0,33.3,High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0709,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.5,0.3,16.8,High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0070,Telangana,Hyderabad,Hyderabad,32,8.1,76.2,6.3,15.2,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0811,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.9,2.5,8.6,Low,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1063,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,8.9,1.2,26.6,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
